model,field_name,type,unit,shape,index_format,nullable,owner_layer,compute_responsibility
RiskEventsResponse,run_id,<class 'str'>,,scalar,,false,backend,server
RiskEventsResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,false,backend,server
RiskEventsResponse,status,"typing.Literal['ok', 'insufficient_data', 'not_found']",,scalar,,true,backend,server
RiskEventsResponse,message,str | None,,scalar,,true,backend,server
RiskEventsResponse,events,"list[dict[str, float | str]]",,scalar,,true,backend,server
RiskLimitsResponse,run_id,<class 'str'>,,scalar,,false,backend,server
RiskLimitsResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,false,backend,server
RiskLimitsResponse,status,"typing.Literal['ok', 'insufficient_data', 'not_found']",,scalar,,true,backend,server
RiskLimitsResponse,limits,"dict[str, float]",,scalar,,true,backend,server
RiskLimitsResponse,kill_switch,<class 'bool'>,,scalar,,true,backend,server
RiskPretradeRequest,run_id,<class 'str'>,,scalar,,false,backend,server
RiskPretradeRequest,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
RiskPretradeRequest,turnover_limit,<class 'float'>,,scalar,,true,backend,server
RiskPretradeResponse,run_id,<class 'str'>,,scalar,,false,backend,server
RiskPretradeResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,false,backend,server
RiskPretradeResponse,status,"typing.Literal['ok', 'insufficient_data', 'not_found']",,scalar,,true,backend,server
RiskPretradeResponse,passed,<class 'bool'>,,scalar,,true,backend,server
RiskPretradeResponse,kill_switch,<class 'bool'>,,scalar,,true,backend,server
RiskPretradeResponse,violations,list[openbb_quant_ml.models.RiskViolationItem],,scalar,,true,backend,server
RiskViolationItem,rule_id,<class 'str'>,,scalar,,false,backend,server
RiskViolationItem,severity,"typing.Literal['info', 'warning', 'critical']",,scalar,,false,backend,server
RiskViolationItem,value,<class 'float'>,,scalar,,false,backend,server
RiskViolationItem,limit,<class 'float'>,,scalar,,false,backend,server
RiskViolationItem,message,<class 'str'>,,scalar,,false,backend,server
RollingPerformanceResponse,run_id,<class 'str'>,,scalar,,false,backend,server
RollingPerformanceResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,false,backend,server
RollingPerformanceResponse,status,"typing.Literal['ok', 'insufficient_data', 'not_found']",,scalar,,true,backend,server
RollingPerformanceResponse,message,str | None,,scalar,,true,backend,server
RollingPerformanceResponse,window_short,<class 'int'>,,scalar,,true,backend,server
RollingPerformanceResponse,window_long,<class 'int'>,,scalar,,true,backend,server
RollingPerformanceResponse,cumulative_return,"list[dict[str, float | str]]",,scalar,,true,backend,server
RollingPerformanceResponse,rolling_sharpe_3m,"list[dict[str, float | str]]",,scalar,,true,backend,server
RollingPerformanceResponse,rolling_sharpe_6m,"list[dict[str, float | str]]",,scalar,,true,backend,server
RollingPerformanceResponse,rolling_ic_3m,"list[dict[str, float | str]]",,scalar,,true,backend,server
RollingPerformanceResponse,rolling_ic_6m,"list[dict[str, float | str]]",,scalar,,true,backend,server
RollingPerformanceResponse,rolling_maxdd,"list[dict[str, float | str]]",,scalar,,true,backend,server
RollingPerformanceResponse,turnover_ts,"list[dict[str, float | str]]",,scalar,,true,backend,server
RollingPerformanceResponse,exposure_ts,"list[dict[str, float | str]]",,scalar,,true,backend,server
RunAuditEventItem,id,int | None,,scalar,,true,backend,server
RunAuditEventItem,run_id,<class 'str'>,,scalar,,false,backend,server
RunAuditEventItem,event_type,<class 'str'>,,scalar,,false,backend,server
RunAuditEventItem,severity,"typing.Literal['info', 'warning', 'critical']",,scalar,,true,backend,server
RunAuditEventItem,payload,"dict[str, typing.Any]",,scalar,,true,backend,server
RunAuditEventItem,created_at_utc,<class 'str'>,,scalar,,false,backend,server
RunAuditResponse,run_id,<class 'str'>,,scalar,,false,backend,server
RunAuditResponse,status,"typing.Literal['ok', 'insufficient_data', 'not_found']",,scalar,,true,backend,server
RunAuditResponse,message,str | None,,scalar,,true,backend,server
RunAuditResponse,events,list[openbb_quant_ml.models.RunAuditEventItem],,scalar,,true,backend,server
RunLatestConstraintsResponse,run_id,<class 'str'>,,scalar,,false,backend,server
RunLatestConstraintsResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
RunLatestConstraintsResponse,status,"typing.Literal['ok', 'insufficient_data', 'not_found']",,scalar,,true,backend,server
RunLatestConstraintsResponse,message,str | None,,scalar,,true,backend,server
RunLatestConstraintsResponse,items,list[openbb_quant_ml.models.ConstraintBindingItem],,scalar,,true,backend,server
RunLatestConstraintsResponse,liquidity_clip_ratio,<class 'float'>,,scalar,,true,backend,server
RunLatestConstraintsResponse,risk_contribution_max,<class 'float'>,,scalar,,true,backend,server
RunLatestConstraintsResponse,top_risk_contribution,"list[dict[str, float | str]]",,scalar,,true,backend,server
RunLatestConstraintsResponse,liquidity_adv_top,"list[dict[str, float | str]]",,scalar,,true,backend,server
RunLatestMetaResponse,run_id,str | None,,scalar,,true,backend,server
RunLatestMetaResponse,run_uid,str | None,,scalar,,true,backend,server
RunLatestMetaResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
RunLatestMetaResponse,as_of_date,str | None,,scalar,,true,backend,server
RunLatestMetaResponse,status,"typing.Literal['ok', 'insufficient_data', 'not_found']",,scalar,,true,backend,server
RunLatestMetaResponse,artifact_contract_version,str | None,,scalar,,true,backend,server
RunLatestMetaResponse,required_artifacts_ready,<class 'bool'>,,scalar,,true,backend,server
RunLatestMetaResponse,universe_stage_counts,"dict[str, int]",,scalar,,true,backend,server
RunLatestMetaResponse,artifact_completeness,list[openbb_quant_ml.models.ArtifactCompletenessItem],,scalar,,true,backend,server
RunLatestMetaResponse,message,str | None,,scalar,,true,backend,server
RunStatusResponse,run_id,<class 'str'>,,scalar,,false,backend,server
RunStatusResponse,run_uid,str | None,,scalar,,true,backend,server
RunStatusResponse,status,"typing.Literal['queued', 'running', 'completed', 'failed']",,scalar,,false,backend,server
RunStatusResponse,progress,<class 'int'>,,scalar,,false,backend,server
RunStatusResponse,stage,<class 'str'>,,scalar,,false,backend,server
RunStatusResponse,created_at,<class 'str'>,,scalar,,false,backend,server
RunStatusResponse,updated_at,<class 'str'>,,scalar,,false,backend,server
RunStatusResponse,last_heartbeat_at,str | None,,scalar,,true,backend,server
RunStatusResponse,run_idle_minutes,float | None,,scalar,,true,backend,server
RunStatusResponse,stale_timeout_minutes,int | None,,scalar,,true,backend,server
RunStatusResponse,stale_reason,str | None,,scalar,,true,backend,server
RunStatusResponse,logs_tail,list[str],,scalar,,false,backend,server
RunStatusResponse,error,str | None,,scalar,,true,backend,server
RunStatusResponse,artifact_contract_version,str | None,,scalar,,true,backend,server
RunStatusResponse,required_artifacts_ready,bool | None,,scalar,,true,backend,server
SignalConfig,theta_grid,list[float],,scalar,,true,backend,server
SignalConfig,selection_metric,typing.Literal['val_sharpe'],,scalar,,true,backend,server
SignalItem,symbol,<class 'str'>,,scalar,,false,backend,server
SignalItem,side,"typing.Literal['buy', 'hold', 'sell']",,scalar,,false,backend,server
SignalItem,predicted_return,<class 'float'>,,scalar,,false,backend,server
SignalItem,confidence,<class 'float'>,,scalar,,false,backend,server
SignalItem,reason_codes,list[str],,scalar,,false,backend,server
SignalItem,z_score,<class 'float'>,,scalar,,false,backend,server
SignalItem,predicted_xgb,float | None,,scalar,,true,backend,server
SignalItem,predicted_lstm,float | None,,scalar,,true,backend,server
SignalRequest,run_id,<class 'str'>,,scalar,,false,backend,server
SignalRequest,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
SignalRequest,as_of_date,datetime.date | None,,scalar,,true,backend,server
SignalRequest,top_k,<class 'int'>,,scalar,,true,backend,server
SignalRequest,score_threshold,<class 'float'>,,scalar,,true,backend,server
SignalRequest,balanced_long_short,<class 'bool'>,,scalar,,true,backend,server
SignalResponse,run_id,<class 'str'>,,scalar,,false,backend,server
SignalResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
SignalResponse,as_of_date,<class 'str'>,,scalar,,false,backend,server
SignalResponse,latest_market_date,str | None,,scalar,,true,backend,server
SignalResponse,staleness_days,<class 'int'>,,scalar,,true,backend,server
SignalResponse,recommended_portfolio_mode,"typing.Literal['long_only', 'long_short']",,scalar,,true,backend,server
SignalResponse,regime_snapshot,"dict[str, str]",,scalar,,true,backend,server
SignalResponse,signals,list[openbb_quant_ml.models.SignalItem],,scalar,,false,backend,server
TrainRequest,symbols,list[str] | None,,scalar,,true,backend,server
TrainRequest,universe_id,str | None,,scalar,,true,backend,server
TrainRequest,date_range,<class 'openbb_quant_ml.models.DateRange'>,,scalar,,false,backend,server
TrainRequest,horizon_days,<class 'int'>,,scalar,,true,backend,server
TrainRequest,target_mode,"typing.Literal['close_to_close', 'close_to_next_open', 'next_open_to_close']",,scalar,,true,backend,server
TrainRequest,close_to_next_open_horizon_policy,"typing.Literal['fixed_1', 'use_h']",,scalar,,true,backend,server
TrainRequest,include_macro_features,<class 'bool'>,,scalar,,true,backend,server
TrainRequest,macro_feature_subset,list[str],,scalar,,true,backend,server
TrainRequest,model_parameters,<class 'openbb_quant_ml.models.ModelConfig'>,,scalar,,true,backend,server
TrainRequest,feature_parameters,<class 'openbb_quant_ml.models.FeatureConfig'>,,scalar,,true,backend,server
TrainRequest,training_mode,"typing.Literal['single', 'dual_compare']",,scalar,,true,backend,server
TrainRequest,model_set,"list[typing.Literal['xgb_lstm', 'lgbm_ranker']]",,scalar,,true,backend,server
TrainRequest,walk_forward_config,<class 'openbb_quant_ml.models.WalkForwardConfig'>,,scalar,,true,backend,server
TrainRequest,ranker_config,<class 'openbb_quant_ml.models.RankerConfig'>,,scalar,,true,backend,server
TrainRequest,signal_config,<class 'openbb_quant_ml.models.SignalConfig'>,,scalar,,true,backend,server
TrainRequest,portfolio_mode,"typing.Literal['long_only', 'long_short']",,scalar,,true,backend,server
TrainRequest,mu_mapping,"typing.Literal['z_score', 'quantile_mean_return']",,scalar,,true,backend,server
TrainRequest,quick_mode,<class 'bool'>,,scalar,,true,backend,server
TrainRequest,model_choice,"typing.Literal['lgbm_only', 'xgb_only', 'dual']",,scalar,,true,backend,server
TrainRequest,early_stopping,<class 'bool'>,,scalar,,true,backend,server
TrainRequest,feature_pruning,<class 'bool'>,,scalar,,true,backend,server
TrainRequest,walk_forward_compact,<class 'bool'>,,scalar,,true,backend,server
TrainRequest,cross_sectional_sampling,<class 'bool'>,,scalar,,true,backend,server
TrainRequest,top_liquid_n,int | None,,scalar,,true,backend,server
TrainResponse,run_id,<class 'str'>,,scalar,,false,backend,server
TrainResponse,status,"typing.Literal['queued', 'running', 'completed', 'failed']",,scalar,,false,backend,server
TrainResponse,artifact_root,<class 'str'>,,scalar,,false,backend,server
TrainResponse,created_at,<class 'str'>,,scalar,,false,backend,server
TrainResultV2,run_id,<class 'str'>,,scalar,,false,backend,server
TrainResultV2,run_uid,str | None,,scalar,,true,backend,server
TrainResultV2,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
TrainResultV2,universe_hash,str | None,,scalar,,true,backend,server
TrainResultV2,feature_hash,str | None,,scalar,,true,backend,server
TrainResultV2,config_hash,str | None,,scalar,,true,backend,server
TrainResultV2,train_start_utc,str | None,,scalar,,true,backend,server
TrainResultV2,train_end_utc,str | None,,scalar,,true,backend,server
TrainResultV2,validation_metrics,"dict[str, float]",,scalar,,true,backend,server
TrainResultV2,artifact_uri,str | None,,scalar,,true,backend,server
TrainResultV2,data_version,str | None,,scalar,,true,backend,server
TrainResultV2,feature_version,str | None,,scalar,,true,backend,server
TrainResultV2,currency,<class 'str'>,,scalar,,true,backend,server
UniverseAsset,symbol,<class 'str'>,,scalar,,false,backend,server
UniverseAsset,category,<class 'str'>,,scalar,,false,backend,server
UniverseExclusionItem,symbol,<class 'str'>,,scalar,,false,backend,server
UniverseExclusionItem,stage,"typing.Literal['u0', 'u1', 'u2']",,scalar,,false,backend,server
UniverseExclusionItem,reasons,list[str],,scalar,,true,backend,server
UniverseExclusionItem,as_of_date,str | None,,scalar,,true,backend,server
UniverseExclusionItem,company_id,str | None,,scalar,,true,backend,server
UniverseExclusionsResponse,run_id,<class 'str'>,,scalar,,false,backend,server
UniverseExclusionsResponse,items,list[openbb_quant_ml.models.UniverseExclusionItem],,scalar,,true,backend,server
UniverseListItemResponse,id,<class 'str'>,,scalar,,false,backend,server
UniverseListItemResponse,has_file,<class 'bool'>,,scalar,,true,backend,server
UniverseListItemResponse,path,str | None,,scalar,,true,backend,server
UniverseListItemResponse,count_hint,<class 'int'>,,scalar,,true,backend,server
UniverseListItemResponse,minimum_required,<class 'int'>,,scalar,,true,backend,server
UniverseListResponse,universes,list[openbb_quant_ml.models.UniverseListItemResponse],,scalar,,true,backend,server
UniverseResolveResponse,universe_id,<class 'str'>,,scalar,,false,backend,server
UniverseResolveResponse,mode,<class 'str'>,,scalar,,true,backend,server
UniverseResolveResponse,count,<class 'int'>,,scalar,,true,backend,server
UniverseResolveResponse,minimum_required,<class 'int'>,,scalar,,true,backend,server
UniverseResolveResponse,meets_minimum,<class 'bool'>,,scalar,,true,backend,server
UniverseResolveResponse,symbols,list[str] | None,,scalar,,true,backend,server
UniverseResolveResponse,deprecated,<class 'bool'>,,scalar,,true,backend,server
UniverseResolveResponse,replacement_id,str | None,,scalar,,true,backend,server
UniverseResolveResponse,sunset_date,str | None,,scalar,,true,backend,server
UniverseResponse,version,<class 'str'>,,scalar,,false,backend,server
UniverseResponse,assets,list[openbb_quant_ml.models.UniverseAsset],,scalar,,false,backend,server
UniverseSnapshotResponse,run_id,<class 'str'>,,scalar,,false,backend,server
UniverseSnapshotResponse,as_of_date,<class 'str'>,,scalar,,false,backend,server
UniverseSnapshotResponse,universe_id,<class 'str'>,,scalar,,false,backend,server
UniverseSnapshotResponse,stage_counts,"dict[str, int]",,scalar,,true,backend,server
UniverseSnapshotResponse,u0_symbols,list[str],,scalar,,true,backend,server
UniverseSnapshotResponse,u1_symbols,list[str],,scalar,,true,backend,server
UniverseSnapshotResponse,u2_symbols,list[str],,scalar,,true,backend,server
UniverseSnapshotResponse,excluded,list[openbb_quant_ml.models.UniverseExclusionItem],,scalar,,true,backend,server
WalkForwardBacktestRequest,run_id,<class 'str'>,,scalar,,false,backend,server
WalkForwardBacktestRequest,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
WalkForwardBacktestRequest,start_date,<class 'datetime.date'>,,scalar,,false,backend,server
WalkForwardBacktestRequest,end_date,<class 'datetime.date'>,,scalar,,false,backend,server
WalkForwardBacktestRequest,rebalance,typing.Literal['monthly'],,scalar,,true,backend,server
WalkForwardBacktestRequest,constraints,<class 'openbb_quant_ml.models.BacktestConstraints'>,,scalar,,true,backend,server
WalkForwardBacktestRequest,cost_bps,<class 'float'>,,scalar,,true,backend,server
WalkForwardBacktestRequest,slippage_bps,<class 'float'>,,scalar,,true,backend,server
WalkForwardBacktestRequest,entry_price,"typing.Literal['next_open', 'close']",,scalar,,true,backend,server
WalkForwardBacktestRequest,exit_price,"typing.Literal['close', 'next_open']",,scalar,,true,backend,server
WalkForwardBacktestRequest,portfolio_mode,"typing.Literal['long_only', 'long_short']",,scalar,,true,backend,server
WalkForwardBacktestRequest,regime_policy,"typing.Literal['fixed', 'mixed']",,scalar,,true,backend,server
WalkForwardBacktestRequest,min_history_days,<class 'int'>,,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,job_id,<class 'str'>,,scalar,,false,backend,server
WalkForwardBacktestStatusResponse,status,"typing.Literal['queued', 'running', 'completed', 'failed', 'not_found']",,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,run_id,<class 'str'>,,scalar,,false,backend,server
WalkForwardBacktestStatusResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,created_at,str | None,,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,updated_at,str | None,,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,artifact_root,str | None,,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,progress,<class 'int'>,,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,metrics,openbb_quant_ml.models.BacktestMetrics | None,,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,message,str | None,,scalar,,true,backend,server
WalkForwardBacktestStatusResponse,train_windows,"list[dict[str, str]]",,scalar,,true,backend,server
WalkForwardBacktestSubmitResponse,job_id,<class 'str'>,,scalar,,false,backend,server
WalkForwardBacktestSubmitResponse,status,"typing.Literal['queued', 'running', 'completed', 'failed', 'not_found']",,scalar,,true,backend,server
WalkForwardBacktestSubmitResponse,run_id,<class 'str'>,,scalar,,false,backend,server
WalkForwardBacktestSubmitResponse,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
WalkForwardBacktestSubmitResponse,created_at,<class 'str'>,,scalar,,false,backend,server
WalkForwardConfig,train_months,<class 'int'>,,scalar,,true,backend,server
WalkForwardConfig,embargo_months,<class 'int'>,,scalar,,true,backend,server
WalkForwardConfig,val_months,<class 'int'>,,scalar,,true,backend,server
WalkForwardConfig,step_months,<class 'int'>,,scalar,,true,backend,server
WalkForwardFoldV2,fold_id,<class 'str'>,,scalar,,false,backend,server
WalkForwardFoldV2,train_period,"dict[str, str]",,scalar,,true,backend,server
WalkForwardFoldV2,test_period,"dict[str, str]",,scalar,,true,backend,server
WalkForwardFoldV2,fold_metrics,"dict[str, float]",,scalar,,true,backend,server
WalkForwardFoldV2,fold_equity,"list[dict[str, float | str]]",,scalar,,true,backend,server
WalkForwardFoldV2,asof_manifest_hash,str | None,,scalar,,true,backend,server
WalkForwardResultV2,run_id,<class 'str'>,,scalar,,false,backend,server
WalkForwardResultV2,run_uid,str | None,,scalar,,true,backend,server
WalkForwardResultV2,model_name,"typing.Literal['xgb_lstm', 'lgbm_ranker']",,scalar,,true,backend,server
WalkForwardResultV2,folds,list[openbb_quant_ml.models.WalkForwardFoldV2],,scalar,,true,backend,server
WalkForwardResultV2,aggregate_metrics,"dict[str, float]",,scalar,,true,backend,server
WalkForwardResultV2,train_window_integrity,<class 'bool'>,,scalar,,true,backend,server
WalkForwardResultV2,currency,<class 'str'>,,scalar,,true,backend,server
WeightDeltaItem,symbol,<class 'str'>,,scalar,,false,backend,server
WeightDeltaItem,delta,<class 'float'>,,scalar,,false,backend,server
WorkflowArtifactsReady,predictions,<class 'bool'>,,scalar,,true,backend,server
WorkflowArtifactsReady,signals,<class 'bool'>,,scalar,,true,backend,server
WorkflowArtifactsReady,backtest,<class 'bool'>,,scalar,,true,backend,server
WorkflowArtifactsReady,portfolio_current,<class 'bool'>,,scalar,,true,backend,server
WorkflowState,run_status,"typing.Literal['queued', 'running', 'completed', 'failed', 'unknown']",,scalar,,true,backend,server
WorkflowState,run_stage,<class 'str'>,,scalar,,true,backend,server
WorkflowState,run_progress,<class 'int'>,,scalar,,true,backend,server
WorkflowState,artifacts_ready,<class 'openbb_quant_ml.models.WorkflowArtifactsReady'>,,scalar,,true,backend,server
WorkflowState,updated_at,str | None,,scalar,,true,backend,server
