interface,field_name,type,unit,shape,index_format,nullable,owner_layer,compute_responsibility
RegimeHistoryPayload,message,string | null,,scalar,,true,frontend,client_render_only
RegimeHistoryPayload,history,RegimeHistoryPoint[],,scalar,,false,frontend,client_render_only
RegimeHistoryPayload,regime_transition_stats,"Record<string, number>",,scalar,,false,frontend,client_render_only
AlertItem,rule_id,string,,scalar,,false,frontend,client_render_only
AlertItem,severity,"""info"" | ""warning"" | ""critical""",,scalar,,false,frontend,client_render_only
AlertItem,triggered_at,string,,scalar,,false,frontend,client_render_only
AlertItem,message,string,,scalar,,false,frontend,client_render_only
AlertItem,value,number,,scalar,,false,frontend,client_render_only
AlertsPayload,run_id,string,,scalar,,false,frontend,client_render_only
AlertsPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
AlertsPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
AlertsPayload,message,string | null,,scalar,,true,frontend,client_render_only
AlertsPayload,alerts,AlertItem[],,scalar,,false,frontend,client_render_only
ModelShapPayload,run_id,string,,scalar,,false,frontend,client_render_only
ModelShapPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ModelShapPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
ModelShapPayload,message,string | null,,scalar,,true,frontend,client_render_only
ModelShapPayload,summary_points,"Array<Record<string, string | number>>",,scalar,,false,frontend,client_render_only
ModelShapPayload,dependence_top3,"Array<Record<string, string | number>>",,scalar,,false,frontend,client_render_only
ModelShapPayload,feature_stability_ts,"Array<Record<string, string | number>>",,scalar,,false,frontend,client_render_only
ExecutionOrderPreviewRequestPayload,run_id,string,,scalar,,false,frontend,client_render_only
ExecutionOrderPreviewRequestPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ExecutionOrderPreviewRequestPayload,slippage_bps,number,,scalar,,true,frontend,client_render_only
ExecutionOrderPreviewRequestPayload,cost_bps,number,,scalar,,true,frontend,client_render_only
ExecutionOrderPreviewRequestPayload,nav,number,,scalar,,true,frontend,client_render_only
ExecutionOrderItemPayload,order_id,string,,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,symbol,string,,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,side,"""buy"" | ""sell""",,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,quantity,number,,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,current_weight,number,,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,target_weight,number,,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,est_price,number,,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,est_notional,number,,scalar,,false,frontend,client_render_only
ExecutionOrderItemPayload,status,"""preview"" | ""submitted"" | ""filled"" | ""rejected""",,scalar,,false,frontend,client_render_only
ExecutionPreviewPayload,run_id,string,,scalar,,false,frontend,client_render_only
ExecutionPreviewPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ExecutionPreviewPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
ExecutionPreviewPayload,message,string | null,,scalar,,true,frontend,client_render_only
ExecutionPreviewPayload,as_of_date,string | null,,scalar,,true,frontend,client_render_only
ExecutionPreviewPayload,nav,number,,scalar,,false,frontend,client_render_only
ExecutionPreviewPayload,orders,ExecutionOrderItemPayload[],,scalar,,false,frontend,client_render_only
ExecutionPreviewPayload,estimated_turnover,number,,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,run_id,string,,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,message,string | null,,scalar,,true,frontend,client_render_only
ExecutionSubmitPayload,submitted_at,string | null,,scalar,,true,frontend,client_render_only
ExecutionSubmitPayload,orders,ExecutionOrderItemPayload[],,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,fills_count,number,,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,cash_after,number,,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,nav_after,number,,scalar,,false,frontend,client_render_only
ExecutionSubmitPayload,kill_switch,boolean,,scalar,,false,frontend,client_render_only
ExecutionOrdersPayload,run_id,string,,scalar,,false,frontend,client_render_only
ExecutionOrdersPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ExecutionOrdersPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
ExecutionOrdersPayload,message,string | null,,scalar,,true,frontend,client_render_only
ExecutionOrdersPayload,orders,ExecutionOrderItemPayload[],,scalar,,false,frontend,client_render_only
ExecutionFillsPayload,run_id,string,,scalar,,false,frontend,client_render_only
ExecutionFillsPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ExecutionFillsPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
ExecutionFillsPayload,message,string | null,,scalar,,true,frontend,client_render_only
ExecutionFillsPayload,fills,"Array<Record<string, string | number>>",,scalar,,false,frontend,client_render_only
ExecutionPositionsPayload,run_id,string,,scalar,,false,frontend,client_render_only
ExecutionPositionsPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ExecutionPositionsPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
ExecutionPositionsPayload,message,string | null,,scalar,,true,frontend,client_render_only
ExecutionPositionsPayload,as_of_date,string | null,,scalar,,true,frontend,client_render_only
ExecutionPositionsPayload,positions,"Array<Record<string, string | number>>",,scalar,,false,frontend,client_render_only
ExecutionPositionsPayload,cash,number,,scalar,,false,frontend,client_render_only
ExecutionPositionsPayload,gross_exposure,number,,scalar,,false,frontend,client_render_only
ExecutionPositionsPayload,net_exposure,number,,scalar,,false,frontend,client_render_only
ExecutionPnlPayload,run_id,string,,scalar,,false,frontend,client_render_only
ExecutionPnlPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
ExecutionPnlPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
ExecutionPnlPayload,message,string | null,,scalar,,true,frontend,client_render_only
ExecutionPnlPayload,as_of_date,string | null,,scalar,,true,frontend,client_render_only
ExecutionPnlPayload,realized_pnl,number,,scalar,,false,frontend,client_render_only
ExecutionPnlPayload,unrealized_pnl,number,,scalar,,false,frontend,client_render_only
ExecutionPnlPayload,total_pnl,number,,scalar,,false,frontend,client_render_only
ExecutionPnlPayload,return_pct,number,,scalar,,false,frontend,client_render_only
RiskPretradeRequestPayload,run_id,string,,scalar,,false,frontend,client_render_only
RiskPretradeRequestPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
RiskPretradeRequestPayload,turnover_limit,number,,scalar,,true,frontend,client_render_only
RiskViolationItemPayload,rule_id,string,,scalar,,false,frontend,client_render_only
RiskViolationItemPayload,severity,"""info"" | ""warning"" | ""critical""",,scalar,,false,frontend,client_render_only
RiskViolationItemPayload,value,number,,scalar,,false,frontend,client_render_only
RiskViolationItemPayload,limit,number,,scalar,,false,frontend,client_render_only
RiskViolationItemPayload,message,string,,scalar,,false,frontend,client_render_only
RiskPretradePayload,run_id,string,,scalar,,false,frontend,client_render_only
RiskPretradePayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
RiskPretradePayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
RiskPretradePayload,passed,boolean,,scalar,,false,frontend,client_render_only
RiskPretradePayload,kill_switch,boolean,,scalar,,false,frontend,client_render_only
RiskPretradePayload,violations,RiskViolationItemPayload[],,scalar,,false,frontend,client_render_only
RiskLimitsPayload,run_id,string,,scalar,,false,frontend,client_render_only
RiskLimitsPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
RiskLimitsPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
RiskLimitsPayload,limits,"Record<string, number>",,scalar,,false,frontend,client_render_only
RiskLimitsPayload,kill_switch,boolean,,scalar,,false,frontend,client_render_only
RiskEventsPayload,run_id,string,,scalar,,false,frontend,client_render_only
RiskEventsPayload,model_name,ModelName,,scalar,,false,frontend,client_render_only
RiskEventsPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
RiskEventsPayload,message,string | null,,scalar,,true,frontend,client_render_only
RiskEventsPayload,events,"Array<Record<string, string | number>>",,scalar,,false,frontend,client_render_only
OpsJobStatePayload,job,"""daily"" | ""weekly"" | ""monthly""",,scalar,,false,frontend,client_render_only
OpsJobStatePayload,last_status,string,,scalar,,false,frontend,client_render_only
OpsJobStatePayload,last_run_id,string | null,,scalar,,true,frontend,client_render_only
OpsJobStatePayload,last_error,string | null,,scalar,,true,frontend,client_render_only
OpsJobStatePayload,steps,"Record<string, Record<string, unknown>>",,scalar,,false,frontend,client_render_only
OpsStatusPayload,status,DashboardPayloadStatus,,scalar,,false,frontend,client_render_only
OpsStatusPayload,message,string | null,,scalar,,true,frontend,client_render_only
OpsStatusPayload,generated_at,string | null,,scalar,,true,frontend,client_render_only
OpsStatusPayload,jobs,OpsJobStatePayload[],,scalar,,false,frontend,client_render_only
OpsStatusPayload,latest_publish,"Record<string, unknown>",,scalar,,false,frontend,client_render_only
OpsStatusPayload,versions,"Record<string, unknown>",,scalar,,false,frontend,client_render_only
OpsStatusPayload,latest_runs,"Array<Record<string, unknown>>",,scalar,,false,frontend,client_render_only
OpsStatusPayload,macro_health,"Record<string, unknown>",,scalar,,false,frontend,client_render_only
OpsStatusPayload,latest_training_run_id,string | null,,scalar,,true,frontend,client_render_only
OpsStatusPayload,latest_daily_infer_date,string | null,,scalar,,true,frontend,client_render_only
OpsStatusPayload,walkforward_queue_depth,number,,scalar,,true,frontend,client_render_only
OpsStatusPayload,active_job_locks,"Array<Record<string, unknown>>",,scalar,,true,frontend,client_render_only
OpsStatusPayload,lock_health,"Record<string, string>",,scalar,,true,frontend,client_render_only
OpsStatusPayload,stale_policy,"Record<string, unknown>",,scalar,,true,frontend,client_render_only
BackendService,id,string,,scalar,,false,frontend,client_render_only
BackendService,name,string,,scalar,,false,frontend,client_render_only
BackendService,command,string,,scalar,,false,frontend,client_render_only
BackendService,status,"""running"" | ""stopped"" | ""starting"" | ""stopping"" | ""error""",,scalar,,false,frontend,client_render_only
BackendService,url,string,,scalar,,true,frontend,client_render_only
BackendResolution,baseUrl,string,,scalar,,false,frontend,client_render_only
BackendResolution,source,"""running-service-url"" | ""command-parse"" | ""fallback"" | ""web-dev-fallback""",,scalar,,false,frontend,client_render_only
BackendResolution,connected,boolean,,scalar,,false,frontend,client_render_only
BackendResolution,detail,string,,scalar,,false,frontend,client_render_only
