date,Open,High,Low,Close,Adj Close,Volume
2022-05-05 09:30:00,123.94000244140625,124.19999694824219,122.5,123.75499725341797,123.75499725341797,53079
2022-05-05 09:35:00,124.0,124.67839813232422,123.55609893798828,124.0,124.0,19059
2022-05-05 09:40:00,124.00399780273438,124.00399780273438,121.87999725341797,122.13999938964844,122.13999938964844,26786
2022-05-05 09:45:00,122.01000213623047,123.0999984741211,121.78119659423828,123.0999984741211,123.0999984741211,12325
2022-05-05 09:50:00,123.0,123.43499755859375,122.44999694824219,122.44999694824219,122.44999694824219,10964
2022-05-05 09:55:00,122.41999816894531,122.41999816894531,120.12000274658203,121.15350341796875,121.15350341796875,42116
2022-05-05 10:00:00,120.875,121.30999755859375,120.5,121.19000244140625,121.19000244140625,21847
2022-05-05 10:05:00,121.06999969482422,121.1500015258789,120.12000274658203,121.0,121.0,19578
2022-05-05 10:10:00,121.08000183105469,121.6500015258789,120.27999877929688,121.25,121.25,16038
2022-05-05 10:15:00,121.26000213623047,121.29000091552734,120.27999877929688,120.7699966430664,120.7699966430664,13418
2022-05-05 10:20:00,121.1624984741211,121.1624984741211,120.0999984741211,120.16000366210938,120.16000366210938,12998
2022-05-05 10:25:00,120.30000305175781,120.45999908447266,119.3499984741211,119.3499984741211,119.3499984741211,27603
2022-05-05 10:30:00,119.30000305175781,119.3499984741211,118.05999755859375,118.0999984741211,118.0999984741211,32420
2022-05-05 10:35:00,118.19000244140625,118.4000015258789,117.79000091552734,117.9000015258789,117.9000015258789,29811
2022-05-05 10:40:00,117.87000274658203,118.66000366210938,117.19999694824219,118.41500091552734,118.41500091552734,33416
2022-05-05 10:45:00,118.48999786376953,119.31999969482422,118.13510131835938,118.95999908447266,118.95999908447266,41230
2022-05-05 10:50:00,118.68000030517578,118.75,117.0,117.0,117.0,38152
2022-05-05 10:55:00,117.66000366210938,118.0,117.25,118.0,118.0,18362
2022-05-05 11:00:00,118.01000213623047,118.04000091552734,116.80000305175781,116.80000305175781,116.80000305175781,17868
2022-05-05 11:05:00,117.0999984741211,117.11000061035156,116.19999694824219,116.83999633789062,116.83999633789062,39154
2022-05-05 11:10:00,116.79000091552734,117.7699966430664,116.6500015258789,117.72000122070312,117.72000122070312,15786
2022-05-05 11:15:00,117.41999816894531,118.32990264892578,117.01000213623047,117.69999694824219,117.69999694824219,18747
2022-05-05 11:20:00,117.56999969482422,117.65499877929688,117.1427993774414,117.34500122070312,117.34500122070312,16149
